token,pos,lemma,aspect,tense,verbForm,voice,mood,number,person,case,gender
volunt,v,volunt,imperf,praes,finite,active,ind,pl,3,,
amare,v,amo,imperf,praes,infinitive,active,,,,,
coepi,v,coepi,perf,past,finite,active,ind,sg,1,,
uxorem,n,uxor,,,,,,sg,,acc,f
terentii,n,terentium,,,,,,sg,,gen,m
coponis,n,copon,,,,,,sg,,gen,m
noveratis,v,noveratis,perf,past,participle,passive,,pl,,abl,m
melissam,n,melissa,,,,,,sg,,acc,f
tarentinam,adi,tarentinus,,,,,,sg,,acc,f
pulcherrimum,adi,pulcher,,,,,,sg,,acc,n
bacciballum,adi,bacciballus,,,,,,sg,,acc,m
mehercules,v,meherculo,imperf,praes,finite,active,ind,pl,2,,
corporaliter,adv,corporaliter,,,,,,,,,
propter,adp,propter,,,,,,,,,
res,n,res,,,,,,pl,,acc,f
venerias,n,venerias,,,,,,pl,,acc,f
curavi,v,curo,imperf,praes,infinitive,passive,,,,,
magis,adv,magis,,,,,,,,,
quod,adv,quod,,,,,,,,,
benemoria,adi,benemorius,,,,,,sg,,nom,f
fuit,aux,sum,perf,past,finite,active,ind,sg,3,,
quid,pron,quis,,,,,,sg,,acc,n
illa,pron,ille,,,,,,sg,,acc,n
petii,v,peto,perf,past,finite,active,ind,sg,1,,
nunquam,adv,numquam,,,,,,,,,
mihi,pron,ego,,,,,,sg,,dat,m
negatum,v,nego,perf,past,participle,passive,,sg,,acc,n
fecit,v,facio,perf,past,finite,active,ind,sg,3,,
assem,n,as,,,,,,sg,,acc,m
semissem,n,semesses,,,,,,sg,,acc,f
habui,v,habeo,perf,past,finite,active,ind,sg,1,,
in,adp,in,,,,,,,,,
illius,pron,ille,,,,,,sg,,gen,m
sinum,n,sinum,,,,,,sg,,acc,m
demandavi,unknown_by_cltk,demando,,perf,finite,active,ind,sg,1,,
unquam,adv,umquam,,,,,,,,,
fefellitus,adi,fefellitus,,,,,,sg,,nom,m
sum,aux,sum,,praes,finite,active,ind,sg,1,,
huius,pron,hic,,,,,,sg,,gen,m
contubernalis,adi,contubernalis,,,,,,sg,,nom,m
ad,adp,ad,,,,,,,,,
villam,n,villam,,,,,,sg,,acc,f
supremum,adi,superior,,,,,,sg,,acc,m
diem,n,dies,,,,,,sg,,acc,m
obiit,v,obicio,imperf,praes,finite,active,ind,sg,3,,
itaque,adv,itaque,,,,,,,,,
scutum,n,scus,,,,,,sg,,acc,m
ocream,adi,ocreus,,,,,,sg,,acc,f
egi,v,ego,perf,past,finite,active,ind,sg,1,,
aginavi,v,aginavi,,perf,finite,active,ind,sg,1,,
quemadmodum,adv,quemadmodum,,,,,,,,,
ad,adp,ad,,,,,,,,,
illam,pron,ille,,,,,,sg,,acc,f
pervenirem,n,pervenio,,,,,,sg,,acc,f
aiunt,v,aio,imperf,praes,finite,active,ind,pl,3,,
in,adp,in,,,,,,,,,
angustiis,n,angustia,,,,,,pl,,abl,f
amici,n,amicus,,,,,,pl,,gen,m
apparent,v,appareo,imperf,praes,finite,active,ind,pl,3,,
forte,adv,forte,,,,,,,,,
dominus,n,dominus,,,,,,sg,,nom,m
capuae,n,capua,,,,,,sg,,gen,m
exierat,v,exeero,perf,pluperfect,finite,active,ind,sg,3,,
ad,adp,ad,,,,,,,,,
scruta,v,scruo,perf,past,participle,passive,,pl,,acc,n
scita,v,scio,perf,past,participle,passive,,pl,,acc,n
expedienda,v,expedio,perf,,gerundive,passive,,pl,,acc,n
nactus,v,nacio,perf,past,participle,passive,,sg,,nom,m
occasionem,n,occasio,,,,,,sg,,acc,f
persuadeo,v,persuadeo,imperf,praes,finite,active,ind,sg,1,,
hospitem,n,hospis,,,,,,sg,,acc,m
nostrum,adi,noster,,,,,,sg psor,psor,acc,m
mecum,pron,ego,,,,,,sg psor,psor,nom,m
ad,adp,ad,,,,,,,,,
quintum,adi,quintus,,,,,,sg,,acc,n
miliarium,adi,miliarius,,,,,,sg,,acc,n
veniat,v,venio,imperf,praes,finite,active,coni,sg,3,,
erat,aux,sum,imperf,past,finite,active,ind,sg,3,,
miles,n,miles,,,,,,sg,,nom,m
fortis,adi,fortis,,,,,,sg,,nom,m
tanquam,adv,tamquam,,,,,,,,,
orcus,n,orcus,,,,,,sg,,nom,m
apoculamus,v,apoculo,imperf,praes,finite,active,ind,pl,1,,
circa,adp,circa,,,,,,,,,
gallicinia,adi,gallicinis,,,,,,pl,,acc,n
luna,n,luna,,,,,,sg,,nom,f
lucebat,v,luceo,imperf,past,finite,active,ind,sg,3,,
tanquam,adv,tamquam,,,,,,,,,
meridie,n,meridus,,,,,,sg,,abl,n
venimus,v,venio,imperf,praes,finite,active,ind,pl,1,,
monimenta,n,monimentum,,,,,,pl,,acc,n
homo,n,homo,,,,,,sg,,nom,m
meus,adi,meus,,,,,,sg psor,psor,nom,m
coepit,v,coepi,perf,past,finite,active,ind,sg,3,,
ad,adp,ad,,,,,,,,,
stelas,pron,stelus,,,,,,pl,,acc,n
facere,v,facio,imperf,praes,infinitive,active,,,,,
sedeo,v,sedeo,imperf,fut,finite,active,ind,sg,1,,
cantabundus,v,canto,perf,,gerundive,passive,,sg,,nom,m
stelas,n,stela,,,,,,pl,,acc,f
numero,adv,numero,,,,,,,,,
respexi,v,respacio,perf,past,finite,active,ind,sg,1,,
ad,adp,ad,,,,,,,,,
comitem,n,como,,,,,,sg,,acc,m
ille,pron,ille,,,,,,sg,,nom,m
exuit,v,exuo,perf,past,finite,active,ind,sg,3,,
se,pron,se,,,,,,sg,,acc,m
omnia,adi,omnis,,,,,,pl,,acc,n
vestimenta,n,vestimenta,,,,,,pl,,acc,n
secundum,adp,secundum,,,,,,,,,
viam,n,viam,,,,,,sg,,acc,f
posuit,v,pono,perf,past,finite,active,ind,sg,3,,
mihi,pron,ego,,,,,,sg,,dat,m
anima,n,anima,,,,,,sg,,nom,f
in,adp,in,,,,,,,,,
naso,n,nas,,,,,,sg,,abl,m
esse,v,sum,imperf,praes,infinitive,active,,,,,
stabam,adi,stabus,,,,,,sg,,acc,m
tanquam,adv,tamquam,,,,,,,,,
mortuus,v,morior,perf,past,participle,passive,,sg,,nom,m
ille,pron,ille,,,,,,sg,,nom,m
circumminxit,v,circummingo,perf,past,finite,active,ind,sg,3,,
vestimenta,n,vestimenta,,,,,,pl,,acc,n
sua,adi,suus,,,,,,pl,psor,acc,n
subito,adv,subito,,,,,,,,,
lupus,n,lupus,,,,,,sg,,nom,m
factus,v,facio,perf,past,participle,passive,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
nolite,v,nolo,imperf,praes,finite,active,imperative,pl,2,,
me,pron,ego,,,,,,sg,,acc,m
iocari,v,ioco,imperf,praes,infinitive,passive,,,,,
putare,v,puto,imperf,praes,infinitive,active,,,,,
mentiar,v,mentior,imperf,praes,finite,active,ind,sg,2,,
nullius,pron,nullus,,,,,,sg,,gen,n
patrimonium,n,patrimonium,,,,,,sg,,acc,n
tanti,pron,tantus,,,,,,sg,,gen,m
facio,v,facio,imperf,praes,finite,active,ind,sg,1,,
quod,adv,quod,,,,,,,,,
coeperam,v,coepero,perf,past,finite,active,ind,sg,2,,
dicere,v,dico,imperf,praes,infinitive,active,,,,,
postquam,adv,postquam,,,,,,,,,
lupus,n,lupus,,,,,,sg,,nom,m
factus,v,facio,perf,past,participle,passive,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
ululare,adi,ulularis,,,,,,sg,,nom,n
coepit,v,coepi,perf,past,finite,active,ind,sg,3,,
in,adp,in,,,,,,,,,
silvas,n,silvas,,,,,,pl,,acc,m
fugit,v,fugio,imperf,praes,finite,active,ind,sg,3,,
primitus,adv,primitus,,,,,,,,,
nesciebam,v,nescio,imperf,past,finite,active,ind,sg,1,,
essem,aux,sum,imperf,past,finite,active,ind,sg,1,,
accessi,v,accido,perf,past,finite,active,ind,sg,1,,
vestimenta,n,vestimenta,,,,,,pl,,acc,n
eius,pron,is,,,,,,sg,,gen,m
tollerem,v,tollo,imperf,past,finite,active,coni,sg,1,,
illa,pron,ille,,,,,,pl,,acc,n
lapidea,adi,lapideus,,,,,,pl,,acc,n
facta,v,facio,perf,past,participle,passive,,pl,,acc,n
sunt,aux,sum,,praes,finite,active,ind,pl,3,,
qui,pron,qui,,,,,,pl,,nom,m
mori,v,morior,imperf,praes,infinitive,passive,,,,,
timore,n,timor,,,,,,sg,,abl,m
gladium,n,gladius,,,,,,sg,,acc,m
strinxi,v,strio,imperf,praes,finite,active,ind,pl,2,,
umbras,n,umbra,,,,,,pl,,acc,f
cecidi,v,cado,perf,past,finite,active,ind,sg,1,,
donec,adv,donec,,,,,,,,,
ad,adp,ad,,,,,,,,,
villam,n,villam,,,,,,sg,,acc,f
amicae,adi,amicus,,,,,,sg,,gen,f
meae,adi,meus,,,,,,sg psor,psor,gen,f
pervenirem,v,pervenio,imperf,praes,finite,active,ind,sg,1,,
in,adp,in,,,,,,,,,
larvam,n,larvam,,,,,,sg,,acc,f
intravi,v,intro,imperf,praes,finite,active,ind,sg,2,,
paene,adp,paene,,,,,,,,,
animam,n,anima,,,,,,sg,,acc,f
ebullivi,v,ebullio,perf,past,,active,ind,sg,3,,
sudor,n,sudor,,,,,,sg,,nom,m
mihi,pron,ego,,,,,,sg,,dat,m
bifurcum,n,bifurcus,,,,,,sg,,acc,m
volabat,v,volabat,imperf,past,finite,active,ind,sg,3,,
oculi,n,oculus,,,,,,sg,,gen,m
mortui,v,morior,perf,past,participle,passive,,sg,,gen,m
vix,adv,vix,,,,,,,,,
unquam,adv,umquam,,,,,,,,,
refectus,v,reficio,perf,past,participle,passive,,sg,,nom,m
sum,aux,sum,,praes,finite,active,ind,sg,1,,
melissa,n,melissa,,,,,,sg,,nom,f
mea,adi,meus,,,,,,sg psor,psor,nom,f
mirari,v,miror,imperf,praes,infinitive,passive,,,,,
coepit,v,coepi,perf,past,finite,active,ind,sg,3,,
quod,adv,quod,,,,,,,,,
sero,adv,sero,,,,,,,,,
ambularem,adi,ambularis,,,,,,sg,,acc,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
venisses,v,venio,imperf,past,finite,active,ind,sg,2,,
saltem,adv,saltem,,,,,,,,,
nobis,pron,nos,,,,,,pl,,dat,m
adiutasses,v,adiuto,perf,past,participle,active,,pl,,acc,m
lupus,n,lupus,,,,,,sg,,nom,m
villam,n,villam,,,,,,sg,,acc,f
intravit,v,intro,perf,past,finite,active,ind,sg,3,,
omnia,adi,omnis,,,,,,pl,,acc,n
pecora,n,pecus,,,,,,pl,,acc,n
tanquam,adv,tamquam,,,,,,,,,
lanius,adi,lanius,,,,,,sg,,nom,m
sanguinem,n,sanguis,,,,,,sg,,acc,m
illis,pron,ille,,,,,,pl,,dat,m
misit,v,mitto,perf,past,finite,active,ind,sg,3,,
derisit,v,dereo,perf,past,finite,active,ind,sg,3,,
etiamsi,coniunctio,etiamsi,,,,,,,,,
fugit,v,fugio,imperf,praes,finite,active,ind,sg,3,,
senius,n,senius,,,,,,sg,,nom,m
noster,adi,noster,,,,,,sg psor,psor,nom,m
lancea,n,lancea,,,,,,sg,,nom,f
collum,n,collum,,,,,,sg,,acc,m
eius,pron,is,,,,,,sg,,gen,m
traiecit,v,traio,perf,past,finite,active,ind,sg,3,,
haec,pron,hic,,,,,,pl,,acc,n
audivi,v,audio,perf,past,finite,active,ind,sg,1,,
operire,v,operio,imperf,praes,infinitive,active,,,,,
oculos,n,oculus,,,,,,pl,,acc,m
amplius,adv,ample,,,,,,,,,
potui,v,possum,perf,past,finite,active,ind,sg,1,,
luce,n,lux,,,,,,sg,,abl,f
clara,adi,clarus,,,,,,sg,,abl,f
gai,n,gaus,,,,,,sg,,gen,m
nostri,adi,noster,,,,,,sg psor,psor,gen,m
domum,n,domus,,,,,,sg,,acc,f
fugi,v,fugio,perf,past,finite,active,ind,sg,1,,
tanquam,adv,tamquam,,,,,,,,,
copo,v,copo,imperf,praes,finite,active,ind,sg,2,,
compilatus,v,compilo,perf,past,participle,passive,,sg,,nom,m
postquam,adv,postquam,,,,,,,,,
veni,v,venio,imperf,praes,finite,active,ind,sg,2,,
in,adp,in,,,,,,,,,
illum,pron,ille,,,,,,sg,,acc,m
locum,n,locus,,,,,,sg,,acc,m
in,adp,in,,,,,,,,,
lapidea,adi,lapideus,,,,,,sg,,abl,f
vestimenta,n,vestimenta,,,,,,pl,,abl,n
erant,aux,sum,imperf,past,finite,active,ind,pl,3,,
facta,v,facio,perf,past,participle,passive,,pl,,nom,n
nihil,pron,nihil,,,,,,sg,,acc,n
inveni,v,invenio,perf,past,finite,active,ind,sg,1,,
sanguinem,n,sanguis,,,,,,sg,,acc,m
vero,adv,vero,,,,,,,,,
domum,n,domus,,,,,,sg,,acc,f
veni,v,venio,imperf,praes,finite,active,ind,sg,2,,
iacebat,v,iacero,imperf,past,finite,active,ind,sg,3,,
miles,n,miles,,,,,,sg,,nom,m
meus,adi,meus,,,,,,sg psor,psor,nom,m
in,adp,in,,,,,,,,,
lecto,n,lectus,,,,,,sg,,abl,n
tanquam,adv,tamquam,,,,,,,,,
bovis,n,bos,,,,,,sg,,gen,m
collum,n,collum,,,,,,sg,,acc,m
illius,pron,ille,,,,,,sg,,gen,m
medicus,n,medicus,,,,,,sg,,nom,m
curabat,v,curo,imperf,past,finite,active,ind,sg,3,,
intellexi,v,intellego,perf,past,finite,active,ind,sg,1,,
illum,pron,ille,,,,,,sg,,acc,m
versipellem,n,versipellem,,,,,,sg,,acc,f
esse,aux,sum,,praes,infinitive,active,,,,,
postea,adv,postea,,,,,,,,,
illo,pron,ille,,,,,,sg,,abl,m
panem,n,panis,,,,,,sg,,acc,m
gustare,v,gusto,imperf,praes,infinitive,active,,,,,
potui,v,possum,perf,past,finite,active,ind,sg,1,,
me,pron,ego,,,,,,sg,,acc,m
occidisses,v,occido,perf,pluperfect,finite,active,coni,pl,1,,
viderint,v,video,perf,past,finite,active,ind,pl,3,,
quid,pron,quis,,,,,,sg,,acc,n
de,adp,de,,,,,,,,,
hoc,pron,hic,,,,,,sg,,abl,n
alii,pron,alius,,,,,,pl,,nom,m
exopinissent,v,exopinio,perf,pluperfect,finite,active,coni,pl,3,,
mentior,adi,mentus,,,,,,sg,,nom,m
genios,n,genius,,,,,,pl,,acc,m
vestros,adi,vestros,,,,,,pl psor,psor,acc,m
iratos,v,irascor,perf,past,participle,passive,,pl,,acc,m
habeam,v,habeo,imperf,fut,finite,active,ind,sg,1,,
miramur,v,miror,imperf,praes,finite,passive,ind,pl,1,,
pariter,adv,pariter,,,,,,,,,
credimus,v,credo,imperf,praes,finite,active,ind,pl,1,,
osculatique,adv,osculatique,,,,,,,,,
mensam,n,mensa,,,,,,sg,,acc,f
rogamus,v,rogo,imperf,praes,finite,active,ind,pl,1,,
nocturnas,adi,nocturnus,,,,,,pl,,acc,f
suis,adi,suus,,,,,,pl,psor,abl,f
se,pron,se,,,,,,pl,,acc,m
teneant,v,teneo,imperf,praes,finite,active,coni,pl,3,,
redimus,v,redeo,imperf,praes,finite,active,ind,pl,1,,
a,adp,ab,,,,,,,,,
cena,n,coena,,,,,,sg,,abl,f
sane,adv,sane,,,,,,,,,
lucernae,adi,lucernus,,,,,,sg,,gen,f
mihi,pron,ego,,,,,,sg,,dat,m
plures,adi,multus,,,,,,pl,,nom,m
videbantur,v,video,imperf,past,finite,passive,ind,pl,3,,
ardere,v,ardeo,imperf,praes,infinitive,active,,,,,
totumque,pron,totumque,,,,,,sg,,acc,n
triclinium,n,triclinium,,,,,,sg,,acc,n
esse,aux,sum,,praes,infinitive,active,,,,,
mutatum,v,muto,perf,past,participle,passive,,sg,,acc,n
trimalchio,n,trimalchio,,,,,,sg,,acc,n
tibi,pron,tu,,,,,,sg,,dat,m
dico,v,dico,imperf,praes,finite,active,ind,sg,1,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
plocame,n,plocam,,,,,,sg,,acc,f
nihil,pron,nihil,,,,,,sg,,acc,n
narras,v,naro,imperf,praes,finite,active,ind,sg,2,,
nihil,pron,nihil,,,,,,sg,,acc,n
delectaris,adi,delectaris,,,,,,sg,,nom,m
solebas,v,soleo,imperf,fut,finite,active,ind,sg,2,,
suavius,adv,suavius,,,,,,,,,
esse,v,sum,imperf,praes,infinitive,active,,,,,
canturire,v,canturio,imperf,praes,infinitive,active,,,,,
belle,v,bello,imperf,praes,finite,active,imperative,sg,2,,
deverbia,n,deverbia,,,,,,sg,,acc,n
adicere,v,adicio,imperf,praes,infinitive,active,,,,,
melicam,n,melix,,,,,,sg,,acc,f
heu,n,hic,,,,,,sg,,,
heu,v,hio,imperf,praes,finite,active,ind,sg,2,,
abistis,v,abeo,imperf,praes,finite,active,ind,pl,2,,
dulces,adi,dulcis,,,,,,pl,,acc,m
caricae,n,carica,,,,,,pl,,acc,f
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
ille,pron,ille,,,,,,sg,,nom,m
quadrigae,n,quadriga,,,,,,pl,,nom,f
meae,adi,meus,,,,,,pl psor,psor,nom,f
decucurrerunt,v,decico,perf,past,finite,active,ind,pl,3,,
podagricus,adi,podagricus,,,,,,sg,,nom,m
factus,v,facio,perf,past,participle,passive,,sg,,nom,m
sum,aux,sum,,praes,finite,active,ind,sg,1,,
alioquin,adv,alioqui,,,,,,,,,
essem,aux,sum,imperf,past,finite,active,coni,sg,1,,
adulescentulus,adi,adulescentulus,,,,,,sg,,nom,m
cantando,v,canto,perf,,gerund,active,,sg,,abl,
paene,n,paes,,,,,,sg,,abl,m
tisicus,adi,tisicus,,,,,,sg,,nom,m
factus,v,facio,perf,past,participle,passive,,sg,,nom,m
sum,aux,sum,,praes,finite,active,ind,sg,1,,
quid,pron,quis,,,,,,sg,,acc,n
saltare,v,salto,imperf,praes,infinitive,active,,,,,
quid,pron,quis,,,,,,sg,,acc,n
deverbia,n,deverbia,,,,,,sg,,nom,f
quid,pron,quis,,,,,,sg,,acc,n
tonstrinum,n,tonstrinus,,,,,,sg,,acc,m
quando,adv,quando,,,,,,,,,
parem,adi,par,,,,,,sg,,acc,m
habui,v,habeo,perf,past,finite,active,ind,sg,1,,
unum,num,unus,,,,,,sg,,acc,m
apelletem,n,apelletes,,,,,,sg,,acc,m
appositaque,v,appono,perf,past,participle,passive,,sg,,nom,f
ad,adp,ad,,,,,,,,,
os,n,os,,,,,,sg,,acc,n
manu,n,manus,,,,,,sg,,abl,f
nescio,v,nescio,imperf,praes,finite,active,ind,sg,1,,
quid,pron,quis,,,,,,sg,,acc,n
taetrum,adi,taeter,,,,,,sg,,acc,n
exsibilavit,v,exsibilo,imperf,praes,finite,active,ind,sg,3,,
quod,coniunctio,quod,,,,,,,,,
postea,adv,postea,,,,,,,,,
graecum,n,graecus,,,,,,sg,,acc,n
esse,aux,sum,,praes,infinitive,active,,,,,
affirmabat,v,affirmo,imperf,past,finite,active,ind,sg,3,,
trimalchio,n,trimalchio,,,,,,sg,,acc,n
ipse,pron,ipse,,,,,,sg,,nom,m
tubicines,n,tubicen,,,,,,pl,,acc,m
esset,aux,sum,imperf,past,finite,active,coni,sg,3,,
imitatus,v,imitor,perf,past,participle,passive,,sg,,nom,m
ad,adp,ad,,,,,,,,,
delicias,n,delicias,,,,,,pl,,acc,f
suas,adi,suus,,,,,,pl,psor,acc,f
respexit,v,respicio,perf,past,finite,active,ind,sg,3,,
quem,pron,qui,,,,,,sg,,acc,m
croesum,n,croesus,,,,,,sg,,acc,m
appellabat,v,appello,imperf,past,finite,active,ind,sg,3,,
puer,n,puer,,,,,,sg,,nom,m
lippus,n,lippus,,,,,,sg,,nom,m
sordidissimis,adi,sordidus,,,,,,pl,,abl,m
dentibus,n,dens,,,,,,pl,,abl,m
catellam,n,catella,,,,,,sg,,acc,f
nigram,adi,niger,,,,,,sg,,acc,f
indecenter,adv,indecenter,,,,,,,,,
pinguem,n,pingua,,,,,,sg,,acc,f
prasina,adi,prasinus,,,,,,sg,,nom,f
involuebat,v,involuebat,imperf,past,finite,active,ind,sg,3,,
fascia,n,fascia,,,,,,sg,,nom,f
panemque,n,panesque,,,,,,sg,,acc,m
semissem,n,semis,,,,,,sg,,acc,m
ponebat,v,pono,imperf,past,finite,active,ind,sg,3,,
supra,adp,supra,,,,,,,,,
torum,n,torus,,,,,,sg,,acc,f
nausia,n,nausia,,,,,,sg,,abl,f
recusantem,v,recuso,imperf,praes,participle,active,,sg,,acc,f
saginabat,v,sagino,imperf,past,finite,active,ind,sg,3,,
admonitus,v,admo,perf,past,participle,passive,,sg,,nom,m
officio,n,officium,,,,,,sg,,abl,n
trimalchio,n,trimalchium,,,,,,sg,,abl,m
scylacem,unknown_by_cltk,scylacem,,,,,,,,,
iussit,v,iubeo,perf,past,finite,active,ind,sg,3,,
adduci,v,adduco,imperf,praes,infinitive,passive,,,,,
praesidium,n,praesidium,,,,,,sg,,acc,n
domus,n,domus,,,,,,sg,,gen,f
familiaeque,n,familia,,,,,,sg,,gen,f
mora,n,mora,,,,,,sg,,nom,f
ingentis,n,ingens,,,,,,sg,,gen,n
formae,n,forma,,,,,,sg,,gen,f
adductus,v,adduco,perf,past,participle,passive,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
canis,n,canis,,,,,,sg,,nom,m
catena,n,catena,,,,,,sg,,abl,f
vinctus,v,vinctus,perf,past,participle,passive,,sg,,nom,m
admonitusque,v,admoneo,perf,past,participle,passive,,sg,,nom,m
ostiarii,n,ostiarius,,,,,,sg,,gen,m
calce,n,calius,,,,,,sg,,abl,m
cubaret,v,cubo,imperf,past,finite,active,coni,sg,3,,
mensam,n,mensa,,,,,,sg,,acc,f
se,pron,se,,,,,,sg,,acc,m
posuit,v,pono,perf,past,finite,active,ind,sg,3,,
trimalchio,n,trimalchio,,,,,,sg,,acc,n
iactans,v,iacto,imperf,praes,participle,active,,sg,,nom,m
candidum,n,candod,,,,,,sg,,acc,m
panem,n,panis,,,,,,sg,,acc,m
nemo,pron,nemo,,,,,,sg,,nom,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
in,adp,in,,,,,,,,,
domo,n,domus,,,,,,sg,,abl,f
mea,adi,meus,,,,,,sg psor,psor,abl,f
me,pron,ego,,,,,,sg,,acc,m
plus,adv,plus,,,,,,,,,
amat,v,amo,imperf,praes,finite,active,ind,sg,3,,
indignatus,v,indigno,perf,past,participle,passive,,sg,,nom,m
puer,n,puer,,,,,,sg,,nom,m
quod,coniunctio,quod,,,,,,,,,
scylacem,n,scylex,,,,,,sg,,nom,f
effuse,adv,effuse,,,,,,,,,
laudaret,v,laudo,imperf,past,finite,active,coni,sg,3,,
catellam,n,catella,,,,,,sg,,acc,f
in,adp,in,,,,,,,,,
terram,n,terra,,,,,,sg,,acc,f
deposuit,v,depono,perf,past,finite,active,ind,sg,3,,
hortatusque,v,horto,perf,past,participle,passive,,sg,,nom,m
ad,adp,ad,,,,,,,,,
rixam,n,rixa,,,,,,sg,,acc,f
properaret,v,propero,imperf,past,finite,active,coni,sg,3,,
scylax,unknown_by_cltk,scylax,,,,,,,,,
canino,n,caninus,,,,,,sg,,abl,m
scilicet,adv,scilicet,,,,,,,,,
usus,n,usus,,,,,,sg,,nom,m
ingenio,n,ingenium,,,,,,sg,,abl,n
taeterrimo,n,taeterrimus,,,,,,sg,,abl,n
latratu,v,latro,imperf,praes,finite,active,ind,sg,3,,
triclinium,n,triclinium,,,,,,sg,,acc,n
implevit,v,impleo,perf,past,finite,active,ind,sg,3,,
margaritamque,n,margaritamque,,,,,,sg,,acc,f
croesi,n,croesus,,,,,,sg,,gen,f
paene,n,paes,,,,,,sg,,abl,m
laceravit,v,lacero,perf,past,finite,active,ind,sg,3,,
intra,adp,intra,,,,,,,,,
rixam,n,rixa,,,,,,sg,,acc,f
tumultus,adi,tumultus,,,,,,sg,,nom,m
constitit,v,constitto,perf,past,finite,active,ind,sg,3,,
candelabrum,n,candelabrus,,,,,,sg,,nom,n
supra,adp,supra,,,,,,,,,
mensam,n,mensa,,,,,,sg,,acc,f
eversum,v,eversum,perf,past,participle,passive,,sg,,acc,n
vasa,n,vasa,,,,,,pl,,acc,n
omnia,adi,omnis,,,,,,pl,,acc,n
crystallina,adi,crystallinus,,,,,,pl,,acc,n
comminuit,v,commineo,imperf,praes,finite,active,ind,sg,3,,
oleo,n,oleum,,,,,,sg,,abl,n
ferventi,v,ferventi,imperf,praes,participle,active,,sg,,abl,n
aliquot,adv,aliquot,,,,,,,,,
convivas,n,convivas,,,,,,pl,,acc,f
respersit,v,resperto,perf,past,finite,active,ind,sg,3,,
trimalchio,n,trimalchio,,,,,,sg,,nom,m
videretur,v,video,imperf,past,finite,passive,coni,sg,3,,
iactura,n,iactura,,,,,,sg,,nom,f
motus,n,motus,,,,,,sg,,gen,m
basiavit,v,basio,perf,past,finite,active,ind,sg,3,,
puerum,n,puer,,,,,,sg,,acc,m
iussit,v,iubeo,perf,past,finite,active,ind,sg,3,,
supra,adp,supra,,,,,,,,,
dorsum,n,dors,,,,,,sg,,acc,n
ascendere,v,ascendo,imperf,praes,infinitive,active,,,,,
suum,adi,suus,,,,,,sg,psor,acc,n
moratus,v,moror,perf,past,participle,passive,,sg,,nom,m
ille,pron,ille,,,,,,sg,,nom,m
usus,n,usus,,,,,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
equo,n,equus,,,,,,sg,,abl,m
manuque,pron,manus,,,,,,sg,,abl,m
plena,adi,plenus,,,,,,sg,,abl,f
scapulas,n,scapula,,,,,,pl,,acc,f
eius,pron,is,,,,,,sg,,gen,m
subinde,adv,subinde,,,,,,,,,
verberavit,v,verberavit,perf,past,finite,active,ind,sg,3,,
interque,adp,interque,,,,,,,,,
risum,n,risus,,,,,,sg,,acc,m
proclamavit,v,proclamo,perf,past,finite,active,ind,sg,3,,
bucco,n,buccus,,,,,,sg,,nom,m
bucco,n,bucco,,,,,,sg,,nom,m
quot,pron,quot,,,,,,,,,
sunt,aux,sum,,praes,finite,active,ind,pl,3,,
repressus,v,reprimo,perf,past,participle,passive,,sg,,nom,m
aliquamdiu,adv,aliquamdiu,,,,,,,,,
trimalchio,n,trimalchio,,,,,,sg,,nom,m
camellam,n,camella,,,,,,sg,,acc,f
grandem,adi,grans,,,,,,sg,,acc,f
iussit,v,iubeo,perf,past,finite,active,ind,sg,3,,
misceri,v,misceo,imperf,praes,infinitive,passive,,,,,
potiones,n,potio,,,,,,pl,,acc,f
dividi,v,dividi,imperf,praes,infinitive,passive,,,,,
omnibus,adi,omnis,,,,,,pl,,abl,m
servis,n,servis,,,,,,pl,,abl,m
qui,pron,qui,,,,,,pl,,nom,m
ad,adp,ad,,,,,,,,,
pedes,n,pes,,,,,,pl,,acc,m
sedebant,v,sedeo,imperf,past,finite,active,ind,pl,3,,
adiecta,v,adiicio,perf,past,participle,passive,,sg,,abl,f
exceptione,n,exceptio,,,,,,sg,,abl,f
quis,pron,quis,,,,,,sg,,nom,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
noluerit,v,nolo,perf,past,finite,active,coni,sg,3,,
accipere,v,accipio,imperf,praes,infinitive,active,,,,,
caput,n,caput,,,,,,sg,,acc,n
illi,pron,ille,,,,,,sg,,dat,m
perfunde,v,perfundo,imperf,praes,finite,active,imperative,sg,2,,
interdiu,adv,interdiu,,,,,,,,,
severa,adi,severa,,,,,,pl,,acc,n
nunc,adv,nunc,,,,,,,,,
hilaria,n,hilaria,,,,,,sg,,acc,n
narra,v,naro,imperf,praes,finite,active,ind,sg,2,,
mihi,pron,ego,,,,,,sg,,dat,m
gai,n,gaus,,,,,,sg,,gen,m
rogo,v,rogo,imperf,praes,finite,active,ind,sg,2,,
